Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1692310665.6691668,-0.0017464756107804622,-0.0005227845395005446,-1.8199206963477385e-05,0.0,0.0,0.0
1692310665.765432,-0.0017437927958847688,-0.0005227907299819138,-1.8197156117890654e-05,0.0,0.0,0.0
1692310665.8582246,-0.001745782451705168,-0.0005228955462207463,-1.8197818674520427e-05,0.0,0.0,0.0
1692310665.9591885,-0.001747439835003579,-0.0005230658160499861,-1.8202028113058268e-05,0.0,0.0,0.0
1692310666.0611427,-0.0017445959944744648,-0.0005230651967351127,-1.8202415004637e-05,0.0,0.0,0.0
1692310666.1656387,-0.0017464515152919174,-0.0005231575999849734,-1.8205574277481776e-05,0.0,0.0,0.0
1692310666.259296,-0.001743772723171093,-0.0005231005169060383,-1.8201488528717836e-05,0.0,0.0,0.0
1692310666.3604767,-0.0017457657312715622,-0.0005231526970237368,-1.8203253242889012e-05,0.0,0.0,0.0
1692310666.4573865,-0.0017432014654242597,-0.0005230678097529983,-1.8199143063306935e-05,0.0,0.0,0.0
1692310666.5623317,-0.001741065431973457,-0.0005228902604070477,-1.8188767423604444e-05,0.0,0.0,0.0
1692310666.6663153,-0.0017435105582343721,-0.0005228646849485052,-1.8187364355576177e-05,0.0,0.0,0.0
1692310666.7610507,-0.0017413229056599214,-0.0005227338739561358,-1.8181565563706132e-05,0.0,0.0,0.0
1692310666.8613708,-0.0017395005918436788,-0.0005225336262593716,-1.8174694332314143e-05,0.0,0.0,0.0
1692310666.9622846,-0.0017422070489986217,-0.0005225023716520112,-1.8172528974883564e-05,0.0,0.0,0.0
1692310667.059007,-0.0017444615282279413,-0.0005225892391212004,-1.817403568471815e-05,0.0,0.0,0.0
1692310667.1607497,-0.0017421150651185005,-0.0005225440828543908,-1.8172070458656015e-05,0.0,0.0,0.0
1692310667.2586548,-0.0017443849039361018,-0.0005226200925954065,-1.817511356255556e-05,0.0,0.0,0.0
1692310667.3665104,-0.0017420512374939456,-0.0005225665843507929,-1.817296116733313e-05,0.0,0.0,0.0
1692310667.4650545,-0.0017443317358414028,-0.000522636182198686,-1.8175533813512478e-05,0.0,0.0,0.0
1692310667.5595644,-0.0017420069495657797,-0.0005225777622782241,-1.8173441955019094e-05,0.0,0.0,0.0
1692310667.6617446,-0.0017400704025982506,-0.00052243212236934,-1.8168722146850137e-05,0.0,0.0,0.0
1692310667.75986,-0.0017384572592393848,-0.0005222300209670765,-1.8162375612642297e-05,0.0,0.0,0.0
1692310667.8579252,-0.0017413379512880452,-0.0005222058589365877,-1.816345698401992e-05,0.0,0.0,0.0
1692310667.9645731,-0.0017395131276315592,-0.0005220943874435427,-1.8160493169333285e-05,0.0,0.0,0.0
1692310668.061926,-0.0017422174899923574,-0.0005221369889663184,-1.8161279229641485e-05,0.0,0.0,0.0
1692310668.1567001,-0.0017402457823630147,-0.0005220736844884223,-1.8160474895459927e-05,0.0,0.0,0.0
1692310668.256043,-0.0017428277896468945,-0.0005221502238550685,-1.816454263465919e-05,0.0,0.0,0.0
1692310668.36301,-0.0017407541606410443,-0.0005221102079527557,-1.8162801253739847e-05,0.0,0.0,0.0
1692310668.4641867,-0.0017432512704807202,-0.0005222019506321175,-1.8164367240400258e-05,0.0,0.0,0.0
1692310668.560807,-0.0017411069202269327,-0.0005221710033856354,-1.8161991243182497e-05,0.0,0.0,0.0
1692310668.6681237,-0.0017435451215086877,-0.0005222673203933272,-1.816379793073058e-05,0.0,0.0,0.0
1692310668.7593312,-0.001741351698954259,-0.0005222377369779155,-1.8161236317147414e-05,0.0,0.0,0.0
1692310668.8619003,-0.0017395245778808917,-0.0005221216144516083,-1.8155808219173128e-05,0.0,0.0,0.0
1692310668.9600248,-0.0017380025860268137,-0.0005219486551796351,-1.814931196345176e-05,0.0,0.0,0.0
1692310669.0611444,-0.0017409592094601856,-0.0005219525900546476,-1.8149836616314866e-05,0.0,0.0,0.0
1692310669.166068,-0.0017391976358942071,-0.0005218676626642799,-1.8147310551385383e-05,0.0,0.0,0.0
1692310669.2580938,-0.001737730244840049,-0.0005217234372555467,-1.8142910477207127e-05,0.0,0.0,0.0
1692310669.357145,-0.0017407323491831863,-0.0005217535451669091,-1.8146394992879895e-05,0.0,0.0,0.0
1692310669.4587646,-0.0017432331021010011,-0.0005219039455504238,-1.815053386866965e-05,0.0,0.0,0.0
1692310669.5615714,-0.001745316228768213,-0.0005221335191050607,-1.8157941232869025e-05,0.0,0.0,0.0
1692310669.662218,-0.0017428270298646025,-0.0005222001405594842,-1.815919610334842e-05,0.0,0.0,0.0
1692310669.7550406,-0.0017449779714850623,-0.000522363324322459,-1.8164245001705082e-05,0.0,0.0,0.0
1692310669.856292,-0.0017467697058548867,-0.0005225889727975276,-1.817143422312283e-05,0.0,0.0,0.0
1692310669.9604807,-0.0017482622205849414,-0.0005228516601990403,-1.8180240012572675e-05,0.0,0.0,0.0
1692310670.058088,-0.001749505485355123,-0.0005231326957126645,-1.81906897986753e-05,0.0,0.0,0.0
1692310670.156468,-0.0017463166813541776,-0.0005232071629095041,-1.81930604962396e-05,0.0,0.0,0.0
1692310670.2582264,-0.0017436604073904375,-0.000523136207069945,-1.819006747840999e-05,0.0,0.0,0.0
1692310670.3699572,-0.0017414477311786514,-0.0005229663112657529,-1.8183764192035558e-05,0.0,0.0,0.0
1692310670.4563704,-0.001739604571894243,-0.0005227325434034226,-1.8174100642294143e-05,0.0,0.0,0.0
1692310670.5576131,-0.00174229366633143,-0.0005226725250806939,-1.8168773993083065e-05,0.0,0.0,0.0
1692310670.658258,-0.0017403092369199145,-0.0005225231192595642,-1.8162341252655958e-05,0.0,0.0,0.0
1692310670.7601388,-0.0017386562067155176,-0.0005223159229438421,-1.8153370119488172e-05,0.0,0.0,0.0
1692310670.858942,-0.0017372792325552459,-0.0005220743169335814,-1.81454204575643e-05,0.0,0.0,0.0
1692310670.9601548,-0.0017403566571220527,-0.0005220271161705516,-1.8144984769857888e-05,0.0,0.0,0.0
1692310671.0571136,-0.0017429201517861934,-0.0005221162143733193,-1.814727458919415e-05,0.0,0.0,0.0
1692310671.1610098,-0.0017450555434061084,-0.0005222973803543569,-1.8152074457881008e-05,0.0,0.0,0.0
1692310671.261962,-0.0017426098803606214,-0.000522325783887669,-1.815336927729601e-05,0.0,0.0,0.0
1692310671.3613548,-0.0017405726430437401,-0.0005222474736155637,-1.81499362438725e-05,0.0,0.0,0.0
1692310671.4581363,-0.0017388756251712975,-0.0005220972303633393,-1.8145317606960544e-05,0.0,0.0,0.0
1692310671.5614383,-0.0017374620080006366,-0.0005219012113451878,-1.8141509376821675e-05,0.0,0.0,0.0
1692310671.6563337,-0.0017405089057655986,-0.0005218905082934285,-1.814296879191691e-05,0.0,0.0,0.0
1692310671.7664518,-0.0017388225305560669,-0.0005217971349960707,-1.8141860437029116e-05,0.0,0.0,0.0
1692310671.859945,-0.0017416422208660187,-0.0005218605166022279,-1.8146409594426968e-05,0.0,0.0,0.0
1692310671.9628155,-0.0017439910227230963,-0.0005220309107636223,-1.8154478448024288e-05,0.0,0.0,0.0
1692310672.060746,-0.0017459475742165821,-0.0005222707898263654,-1.8165275664818636e-05,0.0,0.0,0.0
1692310672.161746,-0.001747577380703755,-0.0005225521668583139,-1.8178434797520468e-05,0.0,0.0,0.0
1692310672.2634041,-0.0017489350097984828,-0.0005228545448521529,-1.8191335211147084e-05,0.0,0.0,0.0
1692310672.3615897,-0.0017458414769944233,-0.0005229515462645387,-1.819632404292343e-05,0.0,0.0,0.0
1692310672.4608145,-0.0017474890025476165,-0.0005231148464084493,-1.820315301154443e-05,0.0,0.0,0.0
1692310672.5602343,-0.0017446369553577653,-0.0005231079749892652,-1.820672397763662e-05,0.0,0.0,0.0
1692310672.6598935,-0.0017464856357847062,-0.0005231948519449462,-1.8211829205777358e-05,0.0,0.0,0.0
1692310672.7620962,-0.0017480255857077011,-0.0005233442804795247,-1.822005073961623e-05,0.0,0.0,0.0
1692310672.8625548,-0.0017450839279412754,-0.0005233215081459298,-1.8220579726619725e-05,0.0,0.0,0.0
1692310672.9648788,-0.0017426335270218332,-0.0005231798002710876,-1.8218120057247348e-05,0.0,0.0,0.0
1692310673.0640242,-0.0017448167779617438,-0.0005231711827549355,-1.8216704126180362e-05,0.0,0.0,0.0
1692310673.163072,-0.00174663542553271,-0.000523255015904389,-1.8220060130849476e-05,0.0,0.0,0.0
1692310673.257247,-0.0017481503588480806,-0.0005234006956443545,-1.8225653744106798e-05,0.0,0.0,0.0
1692310673.3602095,-0.0017451878621369452,-0.0005233737338511456,-1.8224626412632106e-05,0.0,0.0,0.0
1692310673.460921,-0.0017427201023765787,-0.0005232277140728789,-1.8219489020632144e-05,0.0,0.0,0.0
1692310673.568522,-0.0017448888943253644,-0.0005232146368869526,-1.8219949106860313e-05,0.0,0.0,0.0
1692310673.6606128,-0.0017466954971459908,-0.0005232941632121316,-1.8224525759070483e-05,0.0,0.0,0.0
1692310673.7636032,-0.0017439759612785748,-0.0005232243027235568,-1.8221865487698772e-05,0.0,0.0,0.0
1692310673.861263,-0.0017459350234816963,-0.0005232641407706018,-1.8224722474050834e-05,0.0,0.0,0.0
1692310673.9632144,-0.0017475669213472406,-0.0005233789860105205,-1.8231336736638135e-05,0.0,0.0,0.0
1692310674.0600548,-0.0017489262921237592,-0.0005235427632535679,-1.823784106952309e-05,0.0,0.0,0.0
1692310674.158844,-0.0017500586476811664,-0.0005237358710164827,-1.8245673411679673e-05,0.0,0.0,0.0
1692310674.2619367,-0.0017510019005534925,-0.0005239439937728594,-1.82528192639199e-05,0.0,0.0,0.0
1692310674.3563344,-0.0017517876303244791,-0.0005241567387374036,-1.825906528385296e-05,0.0,0.0,0.0
1692310674.45925,-0.0017482177069590185,-0.0005241552333767001,-1.825738610814918e-05,0.0,0.0,0.0
1692310674.5595841,-0.0017494683975393746,-0.0005242165592467806,-1.8259368520748716e-05,0.0,0.0,0.0
1692310674.657872,-0.0017505102227928296,-0.0005243197769366039,-1.8263714410319166e-05,0.0,0.0,0.0
1692310674.7570853,-0.001751378063160524,-0.0005244492060679948,-1.8268952974891577e-05,0.0,0.0,0.0
1692310674.8558967,-0.0017521009744862462,-0.0005245932320966844,-1.8274128097191943e-05,0.0,0.0,0.0
1692310674.9576824,-0.0017527031592612626,-0.0005247433248692706,-1.8280409976922743e-05,0.0,0.0,0.0
1692310675.0550551,-0.001753204779178833,-0.0005248935132694212,-1.828522040542534e-05,0.0,0.0,0.0
1692310675.1541896,-0.001753622628193746,-0.0005250395224282692,-1.8290511022171173e-05,0.0,0.0,0.0
1692310675.2624552,-0.0017497462602953065,-0.0005249670921553594,-1.828722676540463e-05,0.0,0.0,0.0
1692310675.3627977,-0.001746517245835888,-0.0005247451144455638,-1.8277932399304268e-05,0.0,0.0,0.0
1692310675.4614964,-0.0017480519142109626,-0.0005246370240877926,-1.827353328310019e-05,0.0,0.0,0.0
1692310675.5624192,-0.001749330292916079,-0.0005246109902457992,-1.8272170977433848e-05,0.0,0.0,0.0
1692310675.6612234,-0.0017503951823774318,-0.0005246426336090082,-1.8272579601311414e-05,0.0,0.0,0.0
1692310675.7623246,-0.0017470577981612415,-0.000524501902844573,-1.8266757042633843e-05,0.0,0.0,0.0
1692310675.8624265,-0.0017485021939899743,-0.0005244569690845828,-1.8265155491624776e-05,0.0,0.0,0.0
1692310675.9662573,-0.0017454809385693292,-0.0005242683092460195,-1.8257313273611084e-05,0.0,0.0,0.0
1692310676.0657237,-0.0017429642328039504,-0.0005239851724949446,-1.8245603342086082e-05,0.0,0.0,0.0
1692310676.1574066,-0.0017450922549970252,-0.0005238557166217644,-1.824393187737641e-05,0.0,0.0,0.0
1692310676.2578702,-0.001746864897483875,-0.0005238366851505755,-1.8244204528362427e-05,0.0,0.0,0.0
1692310676.3561938,-0.0017483415087438455,-0.000523894768945132,-1.824690289810381e-05,0.0,0.0,0.0
1692310676.45876,-0.0017495715259234195,-0.0005240047192396831,-1.8251870402755484e-05,0.0,0.0,0.0
1692310676.5603833,-0.0017505961299174588,-0.0005241475933437014,-1.8258255583568944e-05,0.0,0.0,0.0
1692310676.6567383,-0.0017472251903870872,-0.000524097852023805,-1.8256941652622023e-05,0.0,0.0,0.0
1692310676.7572808,-0.0017486416322103277,-0.0005241273334745249,-1.825845394843361e-05,0.0,0.0,0.0
1692310676.855863,-0.001749821527975333,-0.0005242109619048735,-1.8261959989566983e-05,0.0,0.0,0.0
1692310676.9572027,-0.0017465799464048055,-0.0005241183138386307,-1.825939190886778e-05,0.0,0.0,0.0
1692310677.0564542,-0.0017438797092473395,-0.0005239059236616676,-1.825295803309807e-05,0.0,0.0,0.0
1692310677.1586473,-0.0017416304107971876,-0.0005236164267920275,-1.824236411744735e-05,0.0,0.0,0.0
1692310677.2549162,-0.0017439811800162384,-0.0005234928829923861,-1.8240367012931827e-05,0.0,0.0,0.0
1692310677.363812,-0.0017417149379233244,-0.0005232765584958867,-1.8233104169063637e-05,0.0,0.0,0.0
1692310677.4557095,-0.0017440515929004795,-0.000523213353406149,-1.823119387625598e-05,0.0,0.0,0.0
1692310677.5565302,-0.0017459980264964315,-0.0005232580582742307,-1.8235937559972662e-05,0.0,0.0,0.0
1692310677.6576064,-0.0017433949743341022,-0.0005231650570443047,-1.8232667908447927e-05,0.0,0.0,0.0
1692310677.7557852,-0.0017412266310190697,-0.0005229790631059995,-1.822489280536388e-05,0.0,0.0,0.0
1692310677.8555975,-0.0017394204010376473,-0.0005227336465871679,-1.8216594598138937e-05,0.0,0.0,0.0
1692310677.955837,-0.0017421402448553561,-0.000522665375088147,-1.821503180885109e-05,0.0,0.0,0.0
1692310678.0565388,-0.0017444058747555355,-0.000522721986544577,-1.8216466083912892e-05,0.0,0.0,0.0
1692310678.1564262,-0.0017462931444623571,-0.0005228636336691058,-1.8221099348580964e-05,0.0,0.0,0.0
1692310678.2545753,-0.0017478652400853938,-0.0005230603079448963,-1.822861978491891e-05,0.0,0.0,0.0
1692310678.3585052,-0.0017449503595162036,-0.0005230783093823886,-1.822639127699594e-05,0.0,0.0,0.0
1692310678.4583952,-0.0017467467004990017,-0.0005231831966550642,-1.822910532099864e-05,0.0,0.0,0.0
1692310678.5556688,-0.0017440186158611257,-0.0005231340254005078,-1.8225119403347963e-05,0.0,0.0,0.0
1692310678.6604795,-0.001741746121357766,-0.0005229793398883413,-1.821619498451589e-05,0.0,0.0,0.0
1692310678.7610192,-0.0017440775715760626,-0.0005229671406865019,-1.821515481918501e-05,0.0,0.0,0.0
1692310678.858312,-0.0017460196696078944,-0.0005230542094802487,-1.8217945664631043e-05,0.0,0.0,0.0
1692310678.956247,-0.0017434130003005518,-0.0005229962398172641,-1.8215235802101014e-05,0.0,0.0,0.0
1692310679.0557241,-0.0017454660828818596,-0.0005230507605582667,-1.82162037370753e-05,0.0,0.0,0.0
1692310679.1585405,-0.001747176300672052,-0.00052318179074288,-1.8220439944207514e-05,0.0,0.0,0.0
1692310679.2556605,-0.0017443764750204205,-0.0005231507812336778,-1.8218264441527958e-05,0.0,0.0,0.0
1692310679.356816,-0.0017420442196710258,-0.0005230082514136431,-1.821019296792238e-05,0.0,0.0,0.0
1692310679.455446,-0.0017443258907135955,-0.000523003708000868,-1.8209130123442042e-05,0.0,0.0,0.0
1692310679.5584948,-0.0017462265224866987,-0.0005230950768353384,-1.8211859509613194e-05,0.0,0.0,0.0
1692310679.6633148,-0.0017435853106045128,-0.0005230389826654576,-1.8208374412008683e-05,0.0,0.0,0.0
1692310679.7631245,-0.0017413851789684891,-0.0005228821194403118,-1.8200973009908344e-05,0.0,0.0,0.0
1692310679.854214,-0.0017395524693157001,-0.000522659673964553,-1.8192051246499975e-05,0.0,0.0,0.0
1692310679.9598935,-0.001738025822174936,-0.0005223979503924724,-1.818160698912955e-05,0.0,0.0,0.0
1692310680.064557,-0.0017409785647437815,-0.0005223276756162337,-1.818098072592819e-05,0.0,0.0,0.0
1692310680.1648,-0.0017392137622579834,-0.0005221807964630107,-1.8176727789409993e-05,0.0,0.0,0.0
1692310680.260139,-0.001737743681787295,-0.0005219848252519805,-1.817103718816252e-05,0.0,0.0,0.0
1692310680.3609626,-0.0017407435413901902,-0.0005219717440758194,-1.8172649477337323e-05,0.0,0.0,0.0
1692310680.4627438,-0.001739017990079426,-0.0005218744548139767,-1.817083719938557e-05,0.0,0.0,0.0
1692310680.5650399,-0.001737580606718494,-0.0005217213984377855,-1.816811692840758e-05,0.0,0.0,0.0
1692310680.6639626,-0.0017363832663788749,-0.0005215340225210377,-1.8161740785648373e-05,0.0,0.0,0.0
1692310680.7639751,-0.0017396103173826826,-0.0005215394176422942,-1.8164870467564644e-05,0.0,0.0,0.0
1692310680.8605177,-0.001742298449902067,-0.0005216784561582627,-1.817358353481332e-05,0.0,0.0,0.0
1692310680.9586563,-0.0017403132317520861,-0.0005216949530261184,-1.8175172408276323e-05,0.0,0.0,0.0
1692310681.0565937,-0.0017386595450331612,-0.0005216258900486443,-1.8173766176382383e-05,0.0,0.0,0.0
1692310681.1608245,-0.0017372820241330997,-0.0005214993817972171,-1.8170388103767586e-05,0.0,0.0,0.0
1692310681.257941,-0.001736134549223404,-0.0005213365659541826,-1.816502255630615e-05,0.0,0.0,0.0
1692310681.3560994,-0.0017394031355045265,-0.0005213645378337705,-1.816795903452994e-05,0.0,0.0,0.0
1692310681.45815,0.005565107218666439,-0.0001556540524702519,-5.4201548738580405e-06,0.0,0.0,0.0
1692310681.5598257,0.011649764343690881,0.0004536390277565044,1.581966045541136e-05,0.0,0.0,0.0
1692310681.6585402,0.016718283728836204,0.0012149588376876848,4.2359022100039794e-05,0.0,0.0,0.0
1692310681.755754,0.020936135945457457,0.0020603221970555336,7.189012564409194e-05,0.0,0.0,0.0
1692310681.8576431,0.02445383127074721,0.002940640921277514,0.00010258655651597348,0.0,0.0,0.0
1692310681.9578657,0.030438262939852405,0.00397358225035754,0.0001386647448784458,0.0,0.0,0.0
1692310682.056936,0.03542751894976443,0.005083832793594814,0.0001774139144791837,0.0,0.0,0.0
1692310682.162788,0.04081850298280231,0.006278595968748308,0.00021909777305570188,0.0,0.0,0.0
1692310682.2590084,0.045309192682322884,0.007498680009616336,0.0002616775173621494,0.0,0.0,0.0
1692310682.3620205,0.050193159762025874,0.008759510082616878,0.00030675748285804934,0.0,0.0,0.0
1692310682.4611063,0.054240382546802315,0.010012436730711931,0.00035102105669329256,0.0,0.0,0.0
1692310682.557584,0.057552577535685136,0.01122201100812546,0.00039235234309505454,0.0,0.0,0.0
1692310682.659823,0.06216547909833601,0.012460623671442503,0.00043276053475735404,0.0,0.0,0.0
1692310682.7553177,0.06705871140521898,0.013737497620239252,0.0004717663041321537,0.0,0.0,0.0
1692310682.8633566,0.07190626524094226,0.015044002545235875,0.0005080083876963477,0.0,0.0,0.0
1692310682.96214,0.07533890887898342,0.01630439532594402,0.0005377050144429248,0.0,0.0,0.0
1692310683.0581791,0.0790904599862876,0.017542422436556494,0.000559473604176454,0.0,0.0,0.0
1692310683.1622653,0.08271968768797151,0.018755521579280704,0.0005802017875449175,0.0,0.0,0.0
1692310683.2632856,0.08581947022174036,0.019921599301449048,0.0005892588862681362,0.0,0.0,0.0
1692310683.366064,0.0888810394027027,0.021046503738594156,0.0005910997936920312,0.0,0.0,0.0
