Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1692309239.0601737,0.0003808701254535852,4.4706755892212786e-06,2.075056284844648e-07,-2.55832458596663e-05,0.0,0.0
1692309239.1640835,0.0003779082338473521,9.496845313702044e-06,4.408990686580601e-07,-2.208149075740841e-05,0.0,0.0
1692309239.26013,0.0003754409790264224,1.431549179528289e-05,6.647186092931239e-07,-1.7923792634262016e-05,0.0,0.0
1692309239.3587198,0.0003733857552326037,1.9045065339034698e-05,8.843542589143605e-07,-1.3325626208851634e-05,0.0,0.0
1692309239.45698,0.0003716737553330445,2.3758148597630632e-05,1.1033519572653381e-06,-8.432970744142481e-06,0.0,0.0
1692309239.554421,0.0003744700069739613,2.9191130816141538e-05,1.3557441033770294e-06,1.8116769962742938e-07,0.0,0.0
1692309239.6550868,0.0003767992853720121,3.50585020724971e-05,1.6282128272486804e-06,7.874526059682252e-06,0.0,0.0
1692309239.75401,0.0003745172210395256,4.048039080683005e-05,1.87995293110022e-06,1.142008378767936e-05,0.0,0.0
1692309239.8548098,0.0003726162608274755,4.564599013403501e-05,2.119733493790583e-06,1.559662053101396e-05,0.0,0.0
1692309239.9552422,0.0003752551135651481,5.1370825668369224e-05,2.3854140843868627e-06,2.372426332281786e-05,0.0,0.0
1692309240.056525,0.0003774532784658215,5.742298903319324e-05,2.666213142394423e-06,3.108767210893913e-05,0.0,0.0
1692309240.1573007,0.0003750619935380681,6.295881995163283e-05,2.923002865694218e-06,3.4409886912924723e-05,0.0,0.0
1692309240.2531128,0.00037307005155659485,6.819190304921445e-05,3.1654974816274304e-06,3.8435581365275074e-05,0.0,0.0
1692309240.3518841,0.0003756331210949574,7.395409953833313e-05,3.4326707300091104e-06,4.646160740922994e-05,0.0,0.0
1692309240.4512522,0.0003735458022159991,7.933058965166819e-05,3.6822502625823268e-06,5.02310725446121e-05,0.0,0.0
1692309240.5538375,0.00037602942084532446,8.518127619548765e-05,3.953666371459348e-06,5.808331803424673e-05,0.0,0.0
1692309240.6497858,0.00037809827516356175,9.130401541413249e-05,4.237784047541292e-06,6.526080098772651e-05,0.0,0.0
1692309240.7509236,0.00037559927571329893,9.68750459706826e-05,4.4962699240446905e-06,6.845777052726021e-05,0.0,0.0
1692309240.8539577,0.00037351760917122076,0.00010212114767172573,4.7397020348835275e-06,7.239927571813487e-05,0.0,0.0
1692309240.956407,0.0003760059353105405,0.00010788289896460773,5.007001064210002e-06,8.03688011381365e-05,0.0,0.0
1692309241.0489638,0.0003780787109845846,0.00011394496260440343,5.2882256954333516e-06,8.762604283925312e-05,0.0,0.0
1692309241.1528783,0.0003755829762497601,0.00011947455318285211,5.544612821235807e-06,9.087705810788155e-05,0.0,0.0
1692309241.2538824,0.00037772638638269753,0.00012538608224781797,5.818941178786217e-06,9.838065616334861e-05,0.0,0.0
1692309241.3507574,0.00037951184660102113,0.00013151341721877687,6.103415955462238e-06,0.00010532440616238989,0.0,0.0
1692309241.4534578,0.00038099913496286616,0.00013775013374982931,6.392740144684361e-06,0.00011189086938953337,0.0,0.0
1692309241.5550387,0.00038223804616829236,0.0001440294677257626,6.684029101940536e-06,0.00011820392189902986,0.0,0.0
1692309241.6518555,0.0003832700592024031,0.00015031082258890835,6.975848440822671e-06,0.00012434744186729134,0.0,0.0
1692309241.7479744,0.0003799073725358102,0.00015587691146151265,7.234751680255863e-06,0.00012685241234595406,0.0,0.0
1692309241.8521278,0.00038132860846770185,0.0001617177905945637,7.505939921098996e-06,0.0001338584257238363,0.0,0.0
1692309241.9514806,0.0003825124980200391,0.00016771614706182172,7.784416932976818e-06,0.00014047200113518035,0.0,0.0
