Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14
1692309238.9544237,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.027942420914769173,0.06300579011440277,0.30577364563941956,-0.018051447346806526,3.0,-0.009777024388313293,0.06258158385753632,0.3141464293003082,-0.5202152132987976,5.0,0.06566313654184341,0.06307688355445862,0.3154803216457367,0.5373362302780151
1692309239.0463045,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.027942420914769173,0.06300579011440277,0.30577364563941956,-0.018051447346806526,3.0,-0.009777024388313293,0.06258158385753632,0.3141464293003082,-0.5202152132987976,5.0,0.06566313654184341,0.06307688355445862,0.3154803216457367,0.5373362302780151
1692309239.1349,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.027942420914769173,0.06300579011440277,0.30577364563941956,-0.018051447346806526,3.0,-0.009842433966696262,0.06320612132549286,0.31664785742759705,-0.5083042979240417,5.0,0.06566313654184341,0.06307688355445862,0.3154803216457367,0.5373362302780151
1692309239.2436035,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.027942420914769173,0.06300579011440277,0.30577364563941956,-0.018051447346806526,3.0,-0.009813585318624973,0.06300737708806992,0.315565288066864,-0.5119471549987793,5.0,0.06540139764547348,0.06296069920063019,0.31484541296958923,0.5292878746986389
1692309239.3446517,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.027944320812821388,0.06317537277936935,0.3061421811580658,-0.049323778599500656,5.0,0.06513964384794235,0.06295716762542725,0.3148246109485626,0.5296859741210938,3.0,-0.01006101630628109,0.06268183887004852,0.31469598412513733,-0.5439555048942566
1692309239.509861,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.027930527925491333,0.06277024000883102,0.3045892119407654,-0.04670017957687378,3.0,-0.00988001935184002,0.06364291161298752,0.3181111514568329,-0.4996843934059143,5.0,0.06566313654184341,0.06307688355445862,0.3154803216457367,0.5373362302780151
1692309239.566947,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.028079841285943985,0.06274561583995819,0.3033950626850128,-0.03544510528445244,5.0,0.06565061956644058,0.06295354664325714,0.31480470299720764,0.5285499095916748,3.0,-0.009650863707065582,0.06376831233501434,0.31879112124443054,-0.525485098361969
1692309239.6398797,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.028197355568408966,0.06311987340450287,0.3058759272098541,-0.022775661200284958,5.0,0.06565061956644058,0.06295354664325714,0.31480470299720764,0.5285499095916748,3.0,-0.009745401330292225,0.06356106698513031,0.31767502427101135,-0.5162443518638611
1692309239.74386,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.028185615316033363,0.06326454877853394,0.3061298131942749,-0.056935954838991165,5.0,0.06565061956644058,0.06295354664325714,0.31480470299720764,0.5285499095916748,3.0,-0.00988001935184002,0.06364291161298752,0.3181111514568329,-0.4996843934059143
1692309239.8517573,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.028197355568408966,0.06311987340450287,0.3058759272098541,-0.022775661200284958,5.0,0.06565061956644058,0.06295354664325714,0.31480470299720764,0.5285499095916748,3.0,-0.009745401330292225,0.06356106698513031,0.31767502427101135,-0.5162443518638611
1692309239.9527104,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.028185615316033363,0.06326454877853394,0.3061298131942749,-0.056935954838991165,5.0,0.06565061956644058,0.06295354664325714,0.31480470299720764,0.5285499095916748,3.0,-0.009745401330292225,0.06356106698513031,0.31767502427101135,-0.5162443518638611
1692309240.039802,"[label: ""height""
size: 3
stride: 15, label: ""width""
size: 5
stride: 5]",0,4.0,0.028197355568408966,0.06311987340450287,0.3058759272098541,-0.022775661200284958,5.0,0.06565061956644058,0.06295354664325714,0.31480470299720764,0.5285499095916748,3.0,-0.009745401330292225,0.06356106698513031,0.31767502427101135,-0.5162443518638611
